znacka,model,cena,rok,stav,najeto,palivo,vykon,prevodovka
Renault,Symbioz,654900,2025,,7000,Benzín,103,Manuální
Porsche,911,5051727,2026,Nové,0,Benzín,353,Automatická
Ford,Focus,88990,2010,Ojeté,187000,Benzín,74,Manuální
Kia,K4,658980,2025,Nové,0,Benzín,110,Automatická
BMW,Řada 5,289999,2013,Ojeté,195636,Nafta,190,Automatická
Opel,Combo,517000,2023,Ojeté,56000,Nafta,96,Automatická
Škoda,Superb,679000,2021,Ojeté,94244,Benzín,140,Automatická
Škoda,Octavia,445000,2018,Ojeté,121200,Benzín,169,Manuální
Opel,Insignia,379000,2022,Ojeté,124990,Nafta,128,Automatická
Škoda,Fabia,73000,2007,Ojeté,170000,Benzín,51,Manuální
Škoda,Scala,298870,2020,Ojeté,89507,Benzín,110,Manuální
Škoda,Kodiaq,1150000,2024,Ojeté,33000,Nafta,142,Automatická
Suzuki,Swift,119000,2014,Ojeté,264000,Benzín,100,Manuální
Opel,Frontera,489990,2025,Nové,1,Hybridní,81,Automatická
Seat,Leon,109999,2011,Ojeté,174336,Benzín,77,Manuální
BMW,Řada 5,900000,2021,Ojeté,151000,Hybridní,220,Automatická
Mitsubishi,Grandis,670760,2025,Nové,20,Benzín,104,Manuální
Mitsubishi,Grandis,816760,2025,Nové,1500,Hybridní,104,Automatická
Mitsubishi,Grandis,809760,2025,,1500,Benzín,104,Automatická
Mitsubishi,Outlander,1403950,2025,Nové,20,Hybridní,225,Automatická
Mitsubishi,Grandis,809760,2025,Nové,20,Benzín,104,Automatická
Mitsubishi,Grandis,736760,2025,Nové,20,Benzín,104,Automatická
Mitsubishi,Grandis,820760,2025,Nové,20,Hybridní,104,Automatická
Mitsubishi,Grandis,670760,2025,Nové,20,Benzín,104,Manuální
Volvo,V60,1329000,2025,Ojeté,16000,Hybridní,335,Automatická
Mitsubishi,Grandis,756760,2025,Nové,20,Benzín,104,Manuální
Mitsubishi,Outlander,1339000,2025,,10000,Hybridní,225,Automatická
Mitsubishi,Grandis,616760,2025,Nové,20,Benzín,104,Manuální
Mitsubishi,ASX,586790,2025,Nové,20,Benzín,103,Manuální
Škoda,Superb,39000,2005,Ojeté,295030,Nafta,96,Manuální
Mitsubishi,ASX,619000,2025,,10000,Benzín,103,Automatická
Land Rover,Defender,1759000,2025,Nové,0,Nafta,147,Automatická
Mitsubishi,ASX,659790,2025,Nové,20,Benzín,103,Automatická
Mitsubishi,Outlander,1418450,2025,Nové,20,Hybridní,225,Automatická
Mitsubishi,Outlander,1418450,2025,Nové,20,Hybridní,225,Automatická
Mitsubishi,Colt,465000,2024,,11000,Benzín,67,Manuální
BMW,X6,249999,2008,Ojeté,300000,Nafta,210,Automatická
Ford,Transit Custom,429000,2019,Ojeté,191584,Nafta,96,Manuální
Mitsubishi,Outlander,1597450,2025,Nové,20,Hybridní,225,Automatická
Mitsubishi,Colt,453961,2024,Nové,20,Benzín,67,Manuální
Mitsubishi,ASX,617850,2025,Nové,20,Benzín,103,Automatická
Mitsubishi,ASX,604790,2025,Nové,20,Benzín,103,Manuální
Ford,Tourneo Custom,1279900,2026,Nové,19,Nafta,110,Manuální
Porsche,911,5423955,2026,Nové,17,Benzín,353,Automatická
Ford,Fusion,25000,2003,Ojeté,198111,Benzín,59,Manuální
Mitsubishi,Colt,432960,2024,Nové,20,Benzín,67,Manuální
Mitsubishi,Outlander,1442950,2025,Nové,20,Hybridní,225,Automatická
Mitsubishi,ASX,566850,2025,Nové,20,Benzín,103,Manuální
Mitsubishi,Outlander,1582950,2025,Nové,20,Hybridní,225,Automatická
Mitsubishi,Outlander,1320000,2025,Nové,10,Hybridní,225,Automatická
Alfa Romeo,MiTo,149000,2016,Ojeté,87199,Benzín,57,Manuální
Mitsubishi,Outlander,1359450,2025,Nové,5,Hybridní,225,Automatická
Land Rover,Range Rover Evoque,629000,2020,Ojeté,112711,Nafta,110,Automatická
Hyundai,Tucson,540000,2022,Ojeté,13892,Benzín,110,Manuální
Land Rover,Discovery,1349000,2023,Ojeté,63601,Nafta,183,Automatická
Škoda,Karoq,420000,2022,Ojeté,164588,Benzín,110,Manuální
Volkswagen,Passat,419000,2022,Ojeté,156000,Nafta,110,Automatická
Ford,C-MAX,55000,2008,Ojeté,200934,Benzín,92,Manuální
Škoda,Kodiaq,900000,2023,Ojeté,75162,Benzín,180,Automatická
Suzuki,Vitara,350000,2018,Ojeté,151972,Benzín,103,Manuální
Nissan,Juke,220000,2017,Ojeté,82850,Benzín,86,Automatická
Volvo,V60,329000,2016,Ojeté,127736,Nafta,140,Manuální
Ford,S-MAX,419000,2022,Ojeté,153000,Nafta,110,Manuální
Ford,Edge,459000,2019,Ojeté,208000,Nafta,140,Manuální
Mazda,CX-60,930000,2023,Ojeté,51183,Hybridní,241,Automatická
Ford,S-MAX,149000,2011,Ojeté,260000,Nafta,103,Manuální
Ford,Kuga,529000,2022,Ojeté,107000,Benzín,165,Automatická
Ford,Ranger,1878900,2026,Nové,10,Benzín,215,Automatická
Mercedes-Benz,GLK,299000,2012,Ojeté,147000,Nafta,150,Automatická
Peugeot,5008,380000,2019,Ojeté,103604,Nafta,96,Manuální
Ford,Tourneo Custom,329000,2014,Ojeté,272000,Nafta,114,Manuální
Ford,Kuga,419000,2022,Ojeté,117000,Nafta,110,Manuální
BMW,X1,450000,2018,Ojeté,75781,Nafta,110,Automatická
Nissan,Qashqai,320000,2017,Ojeté,46966,Benzín,120,Manuální
Ford,Tourneo Custom,999000,2025,,24000,Nafta,100,Automatická
Ford,Mondeo,409000,2022,Ojeté,110000,Nafta,110,Automatická
Mercedes-Benz,Třídy C,579000,2021,Ojeté,94000,Hybridní,143,Automatická
Ford,Kuga,469000,2021,Ojeté,144000,Hybridní,165,Automatická
Volvo,V90,1079000,2024,Ojeté,21657,Hybridní,257,Automatická
Ford,Kuga,319000,2018,Ojeté,104000,Benzín,110,Manuální
Ford,Focus,339000,2021,Ojeté,141000,Nafta,88,Automatická
Ford,Mondeo,509000,2022,Ojeté,124000,Nafta,140,Automatická
Mercedes-Benz,GLB,799000,2021,Ojeté,87641,Nafta,110,Automatická
Ford,Kuga,329000,2019,Ojeté,168000,Nafta,110,Manuální
Mercedes-Benz,Třídy C,189000,2011,Ojeté,173000,Nafta,100,Automatická
Ford,S-MAX,349000,2019,Ojeté,148000,Nafta,140,Automatická
Ford,Kuga,449000,2022,Ojeté,120000,Nafta,110,Automatická
Ford,S-MAX,399000,2020,Ojeté,145000,Nafta,110,Manuální
Volkswagen,Passat,429000,2022,Ojeté,152000,Nafta,110,Automatická
Ford,S-MAX,409000,2019,Ojeté,129000,Nafta,110,Manuální
Ford,Mondeo,349000,2020,Ojeté,164000,Nafta,140,Automatická
Ford,S-MAX,389000,2021,Ojeté,160000,Nafta,110,Automatická
Mercedes-Benz,GLC,749000,2021,Ojeté,139000,Hybridní,233,Automatická
Ford,Galaxy,459000,2020,Ojeté,152000,Nafta,110,Manuální
Mercedes-Benz,Třídy C,519000,2020,Ojeté,127000,Nafta,233,Automatická
Ford,S-MAX,529000,2022,Ojeté,144000,Nafta,140,Automatická
Ford,Mondeo,459000,2020,Ojeté,113000,Nafta,110,Automatická
Ford,Kuga,289000,2016,Ojeté,172000,Nafta,132,Automatická
Volkswagen,Taigo,420000,2023,Ojeté,26934,Benzín,70,Manuální
Ford,Kuga,439000,2020,Ojeté,123000,Nafta,140,Automatická
Mercedes-Benz,Třídy C,569000,2020,Ojeté,125000,Hybridní,233,Automatická
Ford,S-MAX,439000,2020,Ojeté,147000,Nafta,110,Automatická
Ford,Mondeo,349000,2020,Ojeté,168000,Nafta,140,Automatická
Ford,S-MAX,459000,2021,Ojeté,149000,Nafta,110,Manuální
Ford,S-MAX,459000,2021,Ojeté,147000,Nafta,110,Manuální
Ford,S-MAX,449000,2020,Ojeté,136000,Nafta,110,Automatická
Kia,Sorento,1439000,2025,Nové,1,Nafta,143,Automatická
Ford,S-MAX,439000,2020,Ojeté,161000,Nafta,140,Automatická
Škoda,Kodiaq,639000,2023,Ojeté,135924,Nafta,110,Automatická
Ford,Kuga,479000,2020,Ojeté,130000,Hybridní,165,Automatická
Ford,Puma,349000,2023,Ojeté,90000,Benzín,92,Manuální
Ford,Mondeo,389000,2020,Ojeté,157000,Nafta,140,Automatická
Ford,S-MAX,439000,2020,Ojeté,156000,Nafta,140,Automatická
Ford,S-MAX,419000,2021,Ojeté,140000,Nafta,140,Automatická
Volvo,XC40,739000,2023,Ojeté,15812,Benzín,120,Automatická
Ford,S-MAX,369000,2021,Ojeté,175000,Nafta,140,Automatická
Ford,Kuga,489000,2021,Ojeté,127000,Hybridní,165,Automatická
Ford,Ranger,930000,2021,Ojeté,75328,Nafta,157,Automatická
Renault,Mégane,220000,2018,Ojeté,62953,Benzín,84,Manuální
Ford,Ranger,1150000,2026,Nové,14,Nafta,151,Automatická
Toyota,Verso,210000,2016,Ojeté,132003,Nafta,82,Manuální
Dacia,Sandero,320000,2023,Ojeté,29605,Benzín,67,Manuální
SsangYong,Korando,249900,2016,Ojeté,85001,Nafta,84,Manuální
Audi,Q7,2050000,2024,Ojeté,25000,Nafta,210,Automatická
Mercedes-Benz,Třídy A,470000,2019,Ojeté,58535,Nafta,85,Automatická
Mazda,3,60000,2010,Ojeté,299236,Benzín,77,Manuální
Tesla,Model 3,880000,2025,,14743,Elektro,235,Automatická
Mercedes-Benz,GLE,2299000,2023,Ojeté,44802,Benzín,320,Automatická
Toyota,Auris,120000,2011,Ojeté,153373,Benzín,97,Manuální
Volvo,V90,919000,2021,Ojeté,75496,Hybridní,251,Automatická
Mercedes-Benz,Třídy A,460000,2019,Ojeté,109735,Nafta,85,Automatická
Škoda,Fabia,124999,2014,Ojeté,132000,Benzín,63,Manuální
Volkswagen,Passat CC,100000,2009,Ojeté,206494,Benzín,118,Automatická
