znacka,model,cena,rok,stav,najeto,vykon,palivo,kapacita_baterie,prevodovka,pohon
Volkswagen,Golf,369000,2021,Ojeté,86205,81,Benzín,0,Manuální,Pohon předních kol
Škoda,Fabia,205000,2016,Ojeté,102184,66,Benzín,0,Manuální,Pohon předních kol
Hyundai,Tucson,425000,2018,Ojeté,102978,136,Nafta,0,Manuální,4x4
Škoda,Fabia,280000,2017,Ojeté,68442,70,Benzín,0,Manuální,Pohon předních kol
Škoda,Octavia,220000,2013,Ojeté,164947,110,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Passat,200000,2013,Ojeté,212226,130,Nafta,0,Automatická,4x4
Ford,Mondeo,70000,2010,Ojeté,258865,85,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Passat,350000,2017,Ojeté,109366,110,Benzín,0,Manuální,Pohon předních kol
Škoda,Superb,115000,2012,Ojeté,217500,77,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Passat,300000,2016,Ojeté,162860,140,Nafta,0,Automatická,Pohon předních kol
Škoda,Superb,210000,2013,Ojeté,238288,103,Nafta,0,Manuální,4x4
Volkswagen,Golf,290000,2016,Ojeté,129525,110,Benzín,0,Manuální,Pohon předních kol
Volkswagen,Passat,275000,2015,Ojeté,172253,110,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Golf,385000,2022,Ojeté,156653,110,Nafta,0,Manuální,Pohon předních kol
Land Rover,Discovery,1399000,2023,Ojeté,43651,183,Nafta,0,Automatická,4x4
Škoda,Octavia,259000,2019,Ojeté,184776,85,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Passat,299000,2015,Ojeté,176788,110,Nafta,0,Automatická,Pohon předních kol
Škoda,Superb,375000,2015,Ojeté,106618,140,Nafta,0,Manuální,Pohon předních kol
Škoda,Octavia,280000,2019,Ojeté,137794,85,Nafta,0,Manuální,Pohon předních kol
Škoda,Superb,430000,2017,Ojeté,156644,206,Benzín,0,Automatická,4x4
Ford,Mondeo,225000,2017,Ojeté,214954,110,Nafta,0,Manuální,Pohon předních kol
Škoda,Octavia,350000,2021,Ojeté,181866,85,Nafta,0,Manuální,Pohon předních kol
Škoda,Superb,389000,2020,Ojeté,239570,140,Nafta,0,Automatická,4x4
Škoda,Octavia,200000,2013,Ojeté,186199,77,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Golf,300000,2012,Ojeté,91856,103,Benzín,0,Automatická,Pohon předních kol
Toyota,Auris,255000,2016,Ojeté,130000,73,Benzín,0,Manuální,Pohon předních kol
Audi,Q3,360000,2015,Ojeté,85572,110,Nafta,0,Automatická,4x4
Hyundai,Santa Fe,775000,2020,Ojeté,79000,169,Benzín,0,Automatická,4x4
Škoda,Yeti,269000,2015,Ojeté,175412,118,Benzín,0,Manuální,4x4
Seat,Leon,195000,2014,Ojeté,168858,90,Benzín,0,Manuální,Pohon předních kol
Opel,Corsa,299000,2023,Ojeté,33000,74,Benzín,0,Manuální,Pohon předních kol
Volkswagen,Tiguan,195000,2014,Ojeté,294158,103,Nafta,0,Manuální,Pohon předních kol
Škoda,Superb,199000,2014,Ojeté,348000,125,Nafta,0,Automatická,4x4
Ford,Mondeo,330000,2019,Ojeté,110429,121,Benzín,0,Manuální,Pohon předních kol
Volvo,XC90,129900,2007,Ojeté,309866,136,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,159000,2009,Ojeté,240000,,Nafta,0,Manuální,
Ford,Mondeo,210000,2016,Ojeté,211257,88,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Polo,399900,2019,Ojeté,77878,147,Benzín,0,Manuální,Pohon předních kol
Citroën,Berlingo,289900,2019,Ojeté,133923,96,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,GLA,779000,2023,Ojeté,36019,110,Nafta,0,Automatická,Pohon předních kol
Ford,Mondeo,280000,2019,Ojeté,180667,110,Nafta,0,Manuální,Pohon předních kol
Lada,Niva,269999,2016,Ojeté,35600,61,Benzín,0,Manuální,4x4
Volkswagen,Sharan,209000,2011,Ojeté,186353,110,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,GLA,399000,2015,Ojeté,80500,100,Nafta,0,Automatická,4x4
Škoda,Octavia,64000,2006,Ojeté,198191,75,Benzín,0,Manuální,
Volkswagen,Golf,424000,2022,Ojeté,49444,110,Benzín,0,Manuální,Pohon předních kol
Škoda,Superb,359000,2020,Ojeté,212380,110,Nafta,0,Automatická,Pohon předních kol
Nissan,LEAF,349000,2021,Ojeté,20830,110,Elektro,40,Automatická,Pohon předních kol
Volkswagen,Golf Plus,139000,2012,Ojeté,182187,63,Benzín,0,Manuální,Pohon předních kol
Seat,Ibiza,65000,2007,Ojeté,212357,59,Nafta,0,Manuální,Pohon předních kol
Toyota,Avensis,64000,2007,Ojeté,304700,110,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Golf,234000,2019,Ojeté,197468,96,CNG + benzín,0,Automatická,Pohon předních kol
Volkswagen,Transporter,260000,2007,Ojeté,239955,75,Nafta,0,Manuální,
Volkswagen,Touran,111000,2011,Ojeté,341075,77,Nafta,0,Manuální,Pohon předních kol
Kia,Cee´d,249000,2022,Ojeté,209000,100,Nafta,0,Manuální,Pohon předních kol
BMW,X3,99000,2005,Ojeté,193515,150,Nafta,0,Automatická,4x4
BMW,M2,1633500,2024,Ojeté,24000,,Benzín,0,Automatická,Pohon zadních kol
Nissan,LEAF,339000,2020,Ojeté,52201,110,Elektro,40,Automatická,Pohon předních kol
Škoda,Octavia,155000,2014,Ojeté,160336,63,Benzín,0,Manuální,Pohon předních kol
Ford,S-MAX,148000,2014,Ojeté,293044,103,Nafta,0,Manuální,Pohon předních kol
Škoda,Superb,469000,2020,Ojeté,150000,110,Nafta,0,Automatická,Pohon předních kol
Volkswagen,Golf,279000,2016,Ojeté,194649,110,Nafta,0,Automatická,Pohon předních kol
Citroën,C3 Picasso,79000,2010,Ojeté,180516,80,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Up!,139000,2015,Ojeté,137950,44,Benzín,0,Manuální,Pohon předních kol
Renault,Koleos,769000,2021,Ojeté,71000,140,Nafta,0,Automatická,4x4
Volkswagen,Multivan,1076900,2019,Ojeté,52800,110,Nafta,0,Automatická,Pohon předních kol
Škoda,Kodiaq,685000,2021,Ojeté,97930,110,Nafta,0,Automatická,4x4
Škoda,Kodiaq,600000,2019,Ojeté,160269,140,Nafta,0,Automatická,4x4
Škoda,Octavia,299000,2019,Ojeté,211000,110,Nafta,0,Automatická,Pohon předních kol
Volkswagen,Touran,395000,2016,Ojeté,115000,110,Benzín,0,Automatická,Pohon předních kol
Subaru,Outback,1029000,2025,Nové,12,124,Benzín,0,Automatická,4x4
Subaru,Outback,999000,2025,Nové,12,124,Benzín,0,Automatická,4x4
Subaru,Outback,999000,2025,Nové,12,124,Benzín,0,Automatická,4x4
Subaru,Outback,1089000,2025,Nové,12,124,Benzín,0,Automatická,4x4
Škoda,Karoq,450000,2019,Ojeté,115452,110,Nafta,0,Manuální,
Škoda,Octavia,289900,2021,Ojeté,257845,85,Nafta,0,Automatická,Pohon předních kol
Škoda,Octavia,700000,2024,Ojeté,30083,110,Benzín,0,Automatická,
Toyota,Auris,248000,2014,Ojeté,218000,73,Hybridní,0,Automatická,Pohon předních kol
Škoda,Kodiaq,599000,2022,Ojeté,146000,110,Nafta,0,Automatická,Pohon předních kol
Volkswagen,Passat,349000,2017,Ojeté,165000,140,Nafta,0,Automatická,Pohon předních kol
Ford,Fiesta,39900,2005,Ojeté,149692,59,Benzín,0,Manuální,Pohon předních kol
Volkswagen,Passat,449000,2020,Ojeté,125362,110,Nafta,0,Automatická,Pohon předních kol
Jeep,Grand Cherokee,330000,2009,Ojeté,135200,160,Nafta,0,Automatická,4x4
Škoda,Karoq,430000,2020,Ojeté,63538,85,Benzín,0,Manuální,
Hyundai,i30,440000,2025,Předváděcí,13955,74,Benzín,0,Manuální,
Škoda,Octavia,210000,2015,Ojeté,151519,81,Nafta,0,Manuální,
Hyundai,i20,190000,2017,Ojeté,57596,55,Benzín,0,Manuální,
Kia,Cee´d,190000,2016,Ojeté,97910,73,Benzín,0,Manuální,
Subaru,Outback,1275000,2025,Nové,28,124,Benzín,0,Automatická,4x4
Volkswagen,Tiguan,280000,2017,Ojeté,287497,110,Benzín,0,Manuální,
Subaru,XV,449000,2019,Ojeté,60000,115,Benzín,0,Automatická,4x4
Škoda,Fabia,189000,2020,Ojeté,170479,70,Benzín,0,Manuální,Pohon předních kol
Škoda,Karoq,399000,2018,Ojeté,168618,110,Nafta,0,Manuální,4x4
Škoda,Octavia,569000,2023,Ojeté,113161,110,Nafta,0,Automatická,4x4
Škoda,Roomster,99000,2009,Ojeté,110700,51,Benzín,0,Manuální,
Audi,S3,666000,2017,Ojeté,148000,228,Benzín,0,Automatická,4x4
Land Rover,Defender,2729000,2026,Nové,0,257,Nafta,0,Automatická,4x4
Škoda,Karoq,569000,2022,Ojeté,140734,110,Benzín,0,Automatická,Pohon předních kol
Škoda,Octavia,154000,2009,Ojeté,95200,90,Benzín,0,Manuální,
Renault,Captur,230000,2016,Ojeté,76000,87,Benzín,0,Manuální,Pohon předních kol
Škoda,Roomster,99000,2009,Ojeté,130000,51,Benzín,0,Manuální,
Dodge,Charger,1100000,2021,Ojeté,55000,357,Benzín,0,,Pohon zadních kol
Škoda,Enyaq iV,570000,2021,Ojeté,103916,150,Elektro,82,Automatická,
Škoda,Octavia,799000,2021,Ojeté,54000,147,Nafta,0,Automatická,4x4
BMW,Řada 3,549000,2020,Ojeté,154083,140,Nafta,0,Automatická,
Škoda,Octavia,509000,2022,Ojeté,122940,110,Nafta,0,Automatická,4x4
Škoda,Roomster,139000,2009,Ojeté,125000,77,Benzín,0,Manuální,
Volkswagen,Touran,185000,2011,Ojeté,157160,103,Benzín,0,,
Škoda,Octavia,244000,2018,Ojeté,239570,85,Nafta,0,Automatická,Pohon předních kol
Mini,One,49000,2003,Ojeté,221412,55,Nafta,0,Manuální,
Volkswagen,Golf,239000,2014,Ojeté,220736,110,Nafta,0,Manuální,4x4
Volkswagen,Tiguan,219000,2012,Ojeté,227765,81,Nafta,0,Manuální,
Peugeot,5008,150000,2011,Ojeté,205019,82,Nafta,0,Manuální,Pohon předních kol
Volvo,V70,222999,2015,Ojeté,216811,133,Nafta,0,Manuální,Pohon předních kol
Chevrolet,Corvette,2099000,2022,Ojeté,69000,369,Benzín,0,Automatická,Pohon zadních kol
Dodge,Ram,1459000,2024,Ojeté,39000,295,Benzín,0,Automatická,4x4
Škoda,Fabia,125000,2014,Ojeté,149841,63,Benzín,0,Manuální,Pohon předních kol
Renault,Clio,59000,2006,Ojeté,103604,55,Benzín,0,,
BMW,X6,544500,2011,Ojeté,271019,225,Nafta,0,Automatická,4x4
Volkswagen,Transporter,199000,2010,Ojeté,520143,103,Nafta,0,Manuální,
Land Rover,Range Rover,4299000,2025,Předváděcí,12537,404,Hybridní,0,Automatická,4x4
Škoda,Octavia,189000,2012,Ojeté,369307,103,Nafta,0,Manuální,
BMW,Řada 5,320000,2015,Ojeté,254200,230,Nafta,0,Automatická,
BMW,Řada 3,279000,2009,Ojeté,190803,200,Benzín,0,Manuální,Pohon zadních kol
Opel,Meriva,199000,2016,Ojeté,110084,103,Benzín,0,Manuální,
Audi,A3,229000,2013,Ojeté,55816,90,Benzín,0,Manuální,
Volkswagen,Passat,85000,2006,Ojeté,230415,75,Benzín,0,Manuální,
Opel,Agila,70000,2009,Ojeté,33293,48,Benzín,0,Manuální,
Mazda,CX-5,519000,2020,Ojeté,94000,121,Benzín,0,Manuální,Pohon předních kol
Cupra,Formentor,709000,2024,Ojeté,29000,140,Benzín,0,Automatická,4x4
Škoda,Octavia,210000,2017,Ojeté,256000,85,Nafta,0,Manuální,Pohon předních kol
Škoda,Superb,150000,2010,Ojeté,234600,125,Nafta,0,Manuální,Pohon předních kol
Škoda,Octavia,310000,2018,Ojeté,172700,85,Nafta,0,Automatická,
Hyundai,Tucson,400000,2019,Ojeté,166124,136,Nafta,0,Manuální,4x4
Mercedes-Benz,Třídy S,2849000,2023,Ojeté,40209,270,Nafta,0,Automatická,4x4
BMW,Řada 5,380000,2016,Ojeté,138428,160,Nafta,0,Automatická,4x4
BMW,Z4,945000,2021,Ojeté,6000,190,Benzín,0,Automatická,
Škoda,Superb,310000,2017,Ojeté,281643,140,Nafta,0,Automatická,4x4
Škoda,Octavia,340000,2019,Ojeté,125500,110,Benzín,0,Automatická,
Seat,Ibiza,50000,2008,Ojeté,180926,63,Benzín,0,Manuální,
Dacia,Logan,130000,2016,Ojeté,35034,54,Benzín,0,Manuální,
Ford,Kuga,670000,2022,Ojeté,15056,165,Hybridní,0,Automatická,
Volkswagen,Golf,190000,2013,Ojeté,215543,81,Nafta,0,Automatická,
Škoda,Fabia,116000,2012,Ojeté,93994,63,Benzín,0,Manuální,
Dacia,Duster,290000,2021,Ojeté,68795,74,Benzín,0,Manuální,
Škoda,Superb,370000,2016,Ojeté,183941,140,Nafta,0,Automatická,4x4
Mazda,6,80000,2008,Ojeté,233546,108,Benzín,0,Automatická,
Škoda,Scala,440000,2024,Ojeté,28562,85,Benzín,0,Manuální,
Škoda,Fabia,90000,2010,Ojeté,173676,55,Nafta,0,Manuální,
Škoda,Fabia,320000,2023,Ojeté,37026,59,Benzín,0,Manuální,
Škoda,Scala,460000,2021,Ojeté,59556,110,Benzín,0,Automatická,
Hyundai,Tucson,570000,2023,Ojeté,18000,110,Benzín,0,Automatická,
Dacia,Duster,150000,2015,Ojeté,137181,92,Benzín,0,Manuální,
Nissan,Qashqai,80000,2009,Ojeté,235806,84,Benzín,0,Manuální,
Škoda,Fabia,85000,2010,Ojeté,236208,77,Benzín,0,Manuální,
Škoda,Fabia,280000,2018,Ojeté,94539,81,Benzín,0,Manuální,
Volkswagen,Golf,120000,2011,Ojeté,138629,63,Benzín,0,Manuální,
Škoda,Fabia,430000,2023,Ojeté,23500,81,Benzín,0,Manuální,Pohon předních kol
Škoda,Rapid,249000,2018,Ojeté,118000,92,Benzín,0,Automatická,Pohon předních kol
Ferrari,Purosangue,16369000,2025,Nové,1000,533,Benzín,0,Automatická,4x4
Ferrari,599,24200000,2011,Ojeté,20846,489,Benzín,0,,
Volvo,,1499000,2026,Nové,0,245,Elektro,0,Automatická,Pohon zadních kol
Ferrari,488,19790000,2020,Ojeté,1200,530,Benzín,0,Automatická,Pohon předních kol
Mercedes-Benz,SLS AMG,36300000,2014,Ojeté,9300,464,Benzín,0,,
Lamborghini,Revuelto,16749000,2025,Nové,122,747,Benzín,0,Automatická,Pohon zadních kol
Ferrari,SF90,78650000,2025,Nové,20,757,Hybridní,0,Automatická,4x4
Mercedes-Benz,SLS AMG,42350000,2014,Ojeté,1000,464,Benzín,0,Automatická,
Lamborghini,Revuelto,17830000,2025,Ojeté,200,747,Benzín,0,,
Ferrari,599,25000000,2011,Ojeté,8170,489,Benzín,0,,
Ferrari,SF90,17350000,2025,Nové,49,574,Hybridní,0,Automatická,4x4
Ferrari,,90000000,2020,Ojeté,100,596,Benzín,0,,
Ferrari,599,74500000,2009,Ojeté,21800,551,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,CLK,32000000,2009,Ojeté,28700,428,Benzín,0,,
Ferrari,812,38500000,2022,Nové,1750,607,Benzín,0,Automatická,Pohon zadních kol
Ferrari,599,22999000,2011,Ojeté,5159,489,Benzín,0,,Pohon zadních kol
Ferrari,Purosangue,16650000,2024,Ojeté,2100,533,Benzín,0,Automatická,4x4
McLaren,,37950000,2020,Ojeté,13,600,Benzín,0,Automatická,Pohon zadních kol
Ferrari,SF90,16350000,2025,Ojeté,400,735,Hybridní,0,Automatická,4x4
Mercedes-Benz,CLK,19490000,2006,Ojeté,9984,428,Benzín,0,Automatická,Pohon zadních kol
Ferrari,Purosangue,14999000,2026,Nové,150,529,Benzín,0,Automatická,4x4
Ferrari,,15499999,2025,Ojeté,100,620,Benzín,0,Automatická,Pohon zadních kol
Lamborghini,Revuelto,13110000,2024,Ojeté,4980,747,Benzín,0,,
Ferrari,,14695000,2025,Ojeté,100,610,Benzín,0,Automatická,Pohon zadních kol
Ferrari,,13800000,2025,Nové,50,607,Benzín,0,Automatická,Pohon zadních kol
Ferrari,Purosangue,14090000,2024,Nové,1388,529,Benzín,0,Automatická,4x4
Ferrari,SF90,15125000,2023,Ojeté,1722,736,Benzín,0,Automatická,4x4
Ferrari,SF90,14550000,2024,Nové,50,735,Hybridní,0,Automatická,4x4
Lamborghini,Aventador,15450000,2016,Ojeté,1900,552,Benzín,0,Automatická,4x4
Porsche,911,14822500,2019,Ojeté,5,515,Benzín,0,,
Porsche,911,13780000,2022,Nové,250,478,Benzín,0,Automatická,4x4
Kia,K4,658980,2025,Nové,0,110,Benzín,0,Automatická,Pohon předních kol
Volvo,XC40,829000,2023,Ojeté,31928,120,Benzín,0,Automatická,
Lamborghini,Revuelto,13990000,2024,Ojeté,5500,747,Hybridní,0,Automatická,4x4
Ferrari,Purosangue,16090000,2025,Ojeté,50,529,Benzín,0,Automatická,4x4
Ferrari,Purosangue,13799990,2025,Ojeté,2900,529,Benzín,0,Automatická,4x4
Lamborghini,Aventador,15490000,2014,Ojeté,499,1190,Benzín,0,Automatická,4x4
Lamborghini,,14190000,2024,Ojeté,4300,746,Hybridní,0,Automatická,4x4
Porsche,911,13490000,2018,Ojeté,115,515,Benzín,0,Automatická,Pohon zadních kol
Ferrari,SF90,16240000,2023,Ojeté,80,736,Hybridní,0,Automatická,4x4
Ferrari,Purosangue,15450000,2024,Ojeté,1200,533,Benzín,0,Automatická,4x4
Ferrari,812,13480000,2020,Nové,50,588,Benzín,0,Automatická,Pohon zadních kol
Ferrari,550,12250000,2001,Ojeté,38900,357,Benzín,0,Manuální,Pohon zadních kol
Ferrari,SF90,11650000,2021,Ojeté,9330,574,Hybridní,0,Automatická,4x4
Lamborghini,Aventador,11290000,2017,Ojeté,1600,552,Benzín,0,,4x4
Aston Martin,Vanquish,10880016,2025,Ojeté,7500,615,Benzín,0,Automatická,Pohon zadních kol
Lamborghini,Aventador,12100000,2017,Ojeté,3400,552,Benzín,0,,4x4
Ferrari,SF90,12099000,2024,Ojeté,115,735,Hybridní,0,Automatická,4x4
Ferrari,812,11990000,2021,Ojeté,3000,588,Benzín,0,Automatická,Pohon zadních kol
Ferrari,Purosangue,12590000,2024,Ojeté,19900,529,Benzín,0,Automatická,4x4
Lamborghini,,10666666,2026,Ojeté,50,677,Benzín,0,Automatická,4x4
Lamborghini,Aventador,11890000,2015,Ojeté,13300,552,Benzín,0,Automatická,Pohon předních kol
Mercedes-Benz,SL,12100000,2009,Ojeté,9960,493,Benzín,0,,
BMW,Řada 8,10999000,2022,Ojeté,200,390,Benzín,0,,4x4
Ferrari,F8,11990000,2021,Ojeté,11500,530,Benzín,0,Automatická,Pohon předních kol
Ferrari,,11111111,2006,Ojeté,21000,397,Benzín,0,Automatická,Pohon zadních kol
Ferrari,488,10999000,2020,Ojeté,12444,530,Benzín,0,Automatická,Pohon zadních kol
Lamborghini,Urus,12100000,2024,Ojeté,4098,490,Benzín,0,Automatická,4x4
Rolls-Royce,Cullinan,10749000,2023,Ojeté,12550,441,Benzín,0,Automatická,4x4
Ferrari,F 430,10590000,2009,Ojeté,8300,372,Benzín,0,,Pohon zadních kol
Aston Martin,DBS,12700000,2024,Nové,20,566,Benzín,0,Automatická,Pohon zadních kol
Ferrari,296 GTB,10950000,2025,Nové,699,488,Hybridní,0,Automatická,Pohon zadních kol
Ferrari,F8,9870000,2022,Nové,50,530,Benzín,0,Automatická,Pohon zadních kol
Rolls-Royce,Ghost,9999999,2022,Ojeté,9000,441,Benzín,0,Automatická,4x4
Mercedes-Benz,AMG GT,10285000,2022,Ojeté,11000,537,Benzín,0,Automatická,Pohon zadních kol
Porsche,911,10586290,2020,Ojeté,5907,515,Benzín,0,Automatická,Pohon zadních kol
Dodge,Ram,999000,2019,Ojeté,193000,295,Benzín,0,Automatická,4x4
Ferrari,F8,9750000,2023,Ojeté,2700,530,Benzín,0,Automatická,Pohon zadních kol
Lamborghini,Aventador,10490000,2018,Ojeté,23573,515,Benzín,0,Automatická,4x4
Ferrari,F8,9990000,2022,Ojeté,530,530,Benzín,0,Automatická,
Rolls-Royce,Ghost,10500000,2023,Nové,2500,441,Benzín,0,Automatická,
Ostatní,,10446487,2024,Nové,29,368,Benzín,0,Automatická,Pohon zadních kol
BMW,Řada 8,9990000,2023,Nové,30,390,Benzín,0,,4x4
Ferrari,SF90,9950090,2024,Ojeté,500,735,Benzín,0,Automatická,4x4
Ferrari,F8,9750000,2023,Ojeté,3100,530,Benzín,0,,Pohon zadních kol
Ferrari,SF90,10290000,2023,Nové,770,574,Hybridní,0,Automatická,4x4
Porsche,911,9799900,2025,Nové,1480,386,Benzín,0,Automatická,Pohon zadních kol
Cupra,Formentor,655000,2024,Ojeté,20444,110,Benzín,0,Automatická,Pohon předních kol
Ferrari,F8,10007000,2022,Nové,50,530,Benzín,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy G,10000000,2013,Ojeté,3606,285,Benzín,0,Automatická,4x4
Mercedes-Benz,Třídy G,9700000,2022,Nové,50,588,Benzín,0,Automatická,4x4
Ferrari,SF90,9690000,2022,Ojeté,11960,574,Hybridní,0,Automatická,4x4
Mercedes-Benz,AMG GT,9850000,2022,Ojeté,50,537,Benzín,0,Automatická,Pohon zadních kol
Rolls-Royce,Cullinan,10590000,2023,Ojeté,8000,441,Benzín,0,Automatická,4x4
Ferrari,296 GTB,8999000,2024,Ojeté,1500,610,Benzín,0,Automatická,Pohon zadních kol
Peugeot,2008,390000,2020,Ojeté,97504,100,Elektro,50,Automatická,
Rolls-Royce,Cullinan,9075000,2020,Ojeté,32800,420,Benzín,0,,4x4
Lamborghini,Huracán,8950000,2022,Ojeté,4000,470,Benzín,0,Automatická,4x4
Ferrari,F8,9350000,2023,Ojeté,457,530,Benzín,0,Automatická,Pohon zadních kol
Porsche,911,9199000,2023,Předváděcí,4200,386,Benzín,0,Automatická,Pohon zadních kol
Ferrari,F8,8999000,2022,Ojeté,7368,530,Benzín,0,Automatická,Pohon zadních kol
Ferrari,SF90,9350000,2021,Ojeté,1600,736,Benzín,0,Automatická,4x4
Mercedes-Benz,Třídy G,9099000,2015,Ojeté,22700,588,Benzín,0,Automatická,4x4
Ferrari,458,9075000,2015,Ojeté,1700,416,Benzín,0,Automatická,Pohon předních kol
Bentley,Bentayga,8990000,2025,Ojeté,5000,478,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy G,8970000,2022,Nové,30,587,Benzín,0,Automatická,4x4
Lamborghini,Aventador,8999000,2018,Ojeté,17309,545,Benzín,0,Automatická,4x4
Mercedes-Benz,Třídy G,9200000,2023,Ojeté,100,588,Benzín,0,Automatická,4x4
Ferrari,296 GTS,9670000,2024,Nové,50,610,Hybridní,0,Automatická,Pohon zadních kol
Ferrari,,9450000,2006,Ojeté,21690,397,Benzín,0,Automatická,Pohon zadních kol
Lamborghini,Aventador,9436790,2017,Ojeté,30500,544,Benzín,0,Automatická,4x4
Lamborghini,Urus,8999999,2025,Ojeté,4997,588,Benzín,0,Automatická,4x4
Porsche,911,9690000,2023,Nové,50,388,Benzín,0,Automatická,Pohon zadních kol
Porsche,911,9480000,2024,Nové,0,353,Benzín,0,Automatická,4x4
Ostatní,,9315790,2023,Ojeté,1905,368,Benzín,0,Automatická,Pohon zadních kol
Ferrari,812,8090000,2018,Ojeté,16500,588,Benzín,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy S,8690000,2017,Ojeté,1580,463,Benzín,0,Automatická,Pohon zadních kol
Bentley,Continental GT,8470000,2025,Nové,70,575,Hybridní,0,Automatická,4x4
Lamborghini,Urus,8690000,2025,Ojeté,50,456,Hybridní,0,Automatická,4x4
Maserati,MC20,8399000,2025,Nové,0,463,Benzín,0,Automatická,Pohon zadních kol
Bentley,Continental GT,8820000,2025,Nové,50,525,Hybridní,0,Automatická,4x4
Mercedes-Benz,Třídy S,8228000,2023,Ojeté,12300,450,Benzín,0,Automatická,4x4
Porsche,911,8740000,2023,Ojeté,21600,388,Benzín,0,Automatická,Pohon zadních kol
Bentley,,8542600,2025,Nové,0,575,Hybridní,0,Automatická,4x4
Lamborghini,Urus,8790000,2025,Ojeté,64,588,Hybridní,0,Automatická,4x4
Lamborghini,Huracán,8599000,2022,Ojeté,4180,470,Benzín,0,Automatická,Pohon zadních kol
Porsche,911,8570000,2023,Nové,950,353,Benzín,0,Automatická,4x4
Ferrari,296 GTS,8250000,2025,Nové,60,610,Hybridní,0,Automatická,Pohon zadních kol
Ferrari,296 GTS,8690000,2026,Ojeté,100,488,Hybridní,0,Automatická,Pohon zadních kol
Porsche,911,8833000,2025,Ojeté,2300,386,Benzín,0,,
Lamborghini,Urus,8506300,2024,Ojeté,380,490,Benzín,0,Automatická,4x4
Lamborghini,Huracán,8890000,2024,Ojeté,7100,470,Benzín,0,Automatická,4x4
Ford,GT,8599000,2005,Ojeté,9039,409,Benzín,0,Manuální,
Rolls-Royce,Cullinan,8749900,2021,Ojeté,31150,441,Benzín,0,Automatická,4x4
Lamborghini,Urus,8657550,2026,Nové,1,588,Hybridní,0,Automatická,4x4
Volvo,S90,579000,2019,Ojeté,155484,173,Nafta,0,Automatická,4x4
